Fecha,Fecha_dt,Tipo_Dia,Temperatura_Media_GBA,Demanda_Dia_Anterior,Mes_Estacional,Demanda_Actual,Cantidad_Cortes,Total_Usuarios_Afectados,Alerta_Corte
05/12/2021,05/12/2021,0,21.2,5642.1,12,5222.1,3887,213878,0
06/12/2021,06/12/2021,1,28.8,5222.1,12,7666.7,8741,684735,0
07/12/2021,07/12/2021,1,22.3,7666.7,12,6024.4,3461,323058,0
08/12/2021,08/12/2021,1,33.1,6024.4,12,8449.8,51164,3557892,1
09/12/2021,09/12/2021,1,19.8,8449.8,12,6211.5,3414,326281,0
10/12/2021,10/12/2021,1,33.1,6211.5,12,8867.7,56283,5158899,1
11/12/2021,11/12/2021,0,28,8867.7,12,6775.5,3305,160201,0
12/12/2021,12/12/2021,0,27,6775.5,12,5876.3,6146,347397,0
13/12/2021,13/12/2021,1,25.5,5876.3,12,6691.5,2211,197112,0
14/12/2021,14/12/2021,1,28.9,6691.5,12,7312.1,7380,147600,0
15/12/2021,15/12/2021,1,27.5,7312.1,12,6797.4,2291,153521,0
16/12/2021,16/12/2021,1,31.6,6797.4,12,8134.9,31901,1320171,1
17/12/2021,17/12/2021,1,28.2,8134.9,12,7257.5,2114,127831,0
18/12/2021,18/12/2021,0,28.4,7257.5,12,7328,4532,290154,1
19/12/2021,19/12/2021,0,26.7,7328,12,6304.9,1361,85518,0
20/12/2021,20/12/2021,1,27.8,6304.9,12,6836.7,3971,234109,0
21/12/2021,21/12/2021,1,29.2,6836.7,12,7430.6,10299,494940,1
22/12/2021,22/12/2021,1,22.2,7430.6,12,6606.4,3969,459761,0
23/12/2021,23/12/2021,1,23.5,6606.4,12,6926.5,500,53674,0
24/12/2021,24/12/2021,1,30.9,6926.5,12,7549.2,24561,1148440,1
25/12/2021,25/12/2021,0,29,7549.2,12,6186,8242,837736,1
26/12/2021,26/12/2021,0,27.8,6186,12,7011.3,2603,161413,0
27/12/2021,27/12/2021,1,28.5,7011.3,12,7541.9,6145,446027,1
28/12/2021,28/12/2021,1,29.7,7541.9,12,7464.5,12012,825639,1
29/12/2021,29/12/2021,1,26.7,7464.5,12,7135.4,1999,113553,0
30/12/2021,30/12/2021,1,25.9,7135.4,12,5984.3,3296,295575,0
31/12/2021,31/12/2021,1,29.4,5984.3,12,7651,9755,707410,0
01/01/2022,01/01/2022,0,25.3,7651,1,5923.3,2393,144702,0
02/01/2022,02/01/2022,0,30.2,5923.3,1,7327.3,14258,626043,1
03/01/2022,03/01/2022,1,22.8,7327.3,1,5995.8,850,44308,0
04/01/2022,04/01/2022,1,32.4,5995.8,1,8425.7,42839,1592428,1
05/01/2022,05/01/2022,1,30.5,8425.7,1,7647.4,19314,1356701,1
06/01/2022,06/01/2022,1,29.8,7647.4,1,7826.6,14813,682385,1
07/01/2022,07/01/2022,1,32.3,7826.6,1,8106.4,40969,2650235,1
08/01/2022,08/01/2022,0,34.8,8106.4,1,8077.6,79382,7731968,1
09/01/2022,09/01/2022,0,32.5,8077.6,1,7326.3,38500,3618460,1
10/01/2022,10/01/2022,1,22.5,7326.3,1,6495.3,4259,295380,0
11/01/2022,11/01/2022,1,24.5,6495.3,1,6682.5,963,65732,0
12/01/2022,12/01/2022,1,26.8,6682.5,1,6929.6,1648,177320,0
13/01/2022,13/01/2022,1,29.1,6929.6,1,7586.5,7278,585261,1
14/01/2022,14/01/2022,1,30.8,7586.5,1,7565.4,22275,1413212,1
15/01/2022,15/01/2022,0,26.5,7565.4,1,6035.1,4414,183091,0
16/01/2022,16/01/2022,0,29.7,6035.1,1,6909.9,12478,971755,0
17/01/2022,17/01/2022,1,26.4,6909.9,1,7686.2,5538,479515,0
18/01/2022,18/01/2022,1,26.8,7686.2,1,6666.4,1681,96433,0
19/01/2022,19/01/2022,1,24.1,6666.4,1,6764.3,3522,267052,0
20/01/2022,20/01/2022,1,25.7,6764.3,1,7024.1,2812,176392,0
21/01/2022,21/01/2022,1,24.2,7024.1,1,6434.2,4270,283183,0
22/01/2022,22/01/2022,0,25.5,6434.2,1,6402.6,2827,57228,0
23/01/2022,23/01/2022,0,32.6,6402.6,1,7761.6,41362,2711873,1
24/01/2022,24/01/2022,1,25.6,7761.6,1,6816.7,3811,340655,0
25/01/2022,25/01/2022,1,38.1,6816.7,1,9809.1,163711,9392419,1
26/01/2022,26/01/2022,1,30.5,9809.1,1,8292.1,20657,1467690,1
27/01/2022,27/01/2022,1,29.4,8292.1,1,7978.9,12214,670316,1
28/01/2022,28/01/2022,1,25.7,7978.9,1,6537.3,1412,109018,0
29/01/2022,29/01/2022,0,31.2,6537.3,1,6904.2,20420,1340971,1
30/01/2022,30/01/2022,0,26.7,6904.2,1,6114.1,3300,169010,0
31/01/2022,31/01/2022,1,29.1,6114.1,1,7335,9205,889672,0
01/02/2022,01/02/2022,1,37.5,7335,2,9655.9,146472,12974290,1
02/02/2022,02/02/2022,1,28.2,9655.9,2,7721.2,2909,168436,0
03/02/2022,03/02/2022,1,32.5,7721.2,2,8287.8,42712,3415070,1
04/02/2022,04/02/2022,1,26,8287.8,2,6787.2,500,40374,0
05/02/2022,05/02/2022,0,28.2,6787.2,2,6567.4,6782,561861,0
06/02/2022,06/02/2022,0,34.5,6567.4,2,8379.5,73268,2646065,1
07/02/2022,07/02/2022,1,26,8379.5,2,6125.9,4883,440115,0
08/02/2022,08/02/2022,1,34.5,6125.9,2,8743,78133,4579064,1
09/02/2022,09/02/2022,1,30.6,8743,2,8013.4,19768,1242289,1
10/02/2022,10/02/2022,1,26,8013.4,2,7160,1300,159584,0
11/02/2022,11/02/2022,1,30.2,7160,2,7702.4,16825,1279330,1
12/02/2022,12/02/2022,0,31.3,7702.4,2,6762,23921,1489645,1
13/02/2022,13/02/2022,0,30,6762,2,7185.9,13953,361300,1
14/02/2022,14/02/2022,1,22.2,7185.9,2,6109.4,2275,222484,0
15/02/2022,15/02/2022,1,25.1,6109.4,2,6218.1,500,21547,0
16/02/2022,16/02/2022,1,26.7,6218.1,2,6787.7,500,24965,0
17/02/2022,17/02/2022,1,27.2,6787.7,2,7044.6,3388,214707,0
18/02/2022,18/02/2022,1,29.5,7044.6,2,7493.6,9657,949555,1
19/02/2022,19/02/2022,0,27.9,7493.6,2,5813.3,3142,268530,1
20/02/2022,20/02/2022,0,22.5,5813.3,2,5769.1,4043,270247,0
21/02/2022,21/02/2022,1,28.4,5769.1,2,7782.5,8524,649237,0
22/02/2022,22/02/2022,1,29.1,7782.5,2,7770.5,9235,535558,1
23/02/2022,23/02/2022,1,28.8,7770.5,2,7158.7,6377,464201,1
24/02/2022,24/02/2022,1,30.5,7158.7,2,7864.6,20273,1448845,1
25/02/2022,25/02/2022,1,29.5,7864.6,2,7673,9329,833783,1
26/02/2022,26/02/2022,0,28.1,7673,2,6704.6,4786,427598,1
27/02/2022,27/02/2022,0,26.1,6704.6,2,6225.5,3827,305699,0
28/02/2022,28/02/2022,1,20.5,6225.5,2,6079.7,4020,252267,0
01/03/2022,01/03/2022,1,27.7,6079.7,3,7249.6,682,57858,0
02/03/2022,02/03/2022,1,26.8,7249.6,3,7137.2,1857,126574,0
03/03/2022,03/03/2022,1,26.9,7137.2,3,7461.7,1682,81344,0
04/03/2022,04/03/2022,1,21.3,7461.7,3,6511.4,3149,195030,0
05/03/2022,05/03/2022,0,21.9,6511.4,3,5736.7,3721,266760,0
06/03/2022,06/03/2022,0,29.2,5736.7,3,6825.1,11053,974922,0
07/03/2022,07/03/2022,1,25.2,6825.1,3,7023.1,2257,149705,0
08/03/2022,08/03/2022,1,27.6,7023.1,3,7322.9,2685,123016,0
09/03/2022,09/03/2022,1,25.2,7322.9,3,6341.7,4724,336040,0
10/03/2022,10/03/2022,1,25.1,6341.7,3,6996,3444,248894,0
11/03/2022,11/03/2022,1,28.1,6996,3,7534.4,6525,481001,1
12/03/2022,12/03/2022,0,22.9,7534.4,3,5367.1,3433,303468,0
13/03/2022,13/03/2022,0,24.9,5367.1,3,5581.2,1264,114238,0
14/03/2022,14/03/2022,1,22.8,5581.2,3,6389,1000,58115,0
15/03/2022,15/03/2022,1,22.8,6389,3,6439,672,38759,0
16/03/2022,16/03/2022,1,23,6439,3,6359.2,3993,196439,0
17/03/2022,17/03/2022,1,24.8,6359.2,3,6593.4,4782,401574,0
18/03/2022,18/03/2022,1,22.1,6593.4,3,6810,5774,571489,0
19/03/2022,19/03/2022,0,28.1,6810,3,6846.5,5716,364099,1
20/03/2022,20/03/2022,0,20.4,6846.5,3,5557.2,4744,309173,0
21/03/2022,21/03/2022,1,22.7,5557.2,3,6582.4,2129,211485,0
22/03/2022,22/03/2022,1,21.7,6582.4,3,5990.2,1265,101340,0
23/03/2022,23/03/2022,1,28.1,5990.2,3,7444.4,5727,450856,0
24/03/2022,24/03/2022,1,23.6,7444.4,3,6842.8,3626,167454,0
25/03/2022,25/03/2022,1,26.3,6842.8,3,6809.6,3161,264179,0
26/03/2022,26/03/2022,0,17.4,6809.6,3,5245.7,3581,184125,0
27/03/2022,27/03/2022,0,23.4,5245.7,3,5304.4,3484,164861,0
28/03/2022,28/03/2022,1,25.4,5304.4,3,6323.1,4925,310592,0
29/03/2022,29/03/2022,1,22.4,6323.1,3,6064.6,4942,288040,0
30/03/2022,30/03/2022,1,25.7,6064.6,3,6613.8,3816,250207,0
31/03/2022,31/03/2022,1,20,6613.8,3,5878.3,4268,175757,0
01/04/2022,01/04/2022,1,26.5,5878.3,4,6929.7,3771,336283,0
02/04/2022,02/04/2022,0,29.5,6929.7,4,7145.7,9808,907766,0
03/04/2022,03/04/2022,0,20,7145.7,4,5227.7,4134,128373,0
04/04/2022,04/04/2022,1,19.5,5227.7,4,6755.8,908,81328,0
05/04/2022,05/04/2022,1,26,6755.8,4,6953.2,4580,246355,0
06/04/2022,06/04/2022,1,26.3,6953.2,4,7184.2,1208,105264,0
07/04/2022,07/04/2022,1,18.8,7184.2,4,6102.6,3428,235267,0
08/04/2022,08/04/2022,1,18.9,6102.6,4,6556.4,1732,122236,0
09/04/2022,09/04/2022,0,19.3,6556.4,4,5172.4,3830,253921,0
10/04/2022,10/04/2022,0,15.4,5172.4,4,5767.1,2949,277921,0
11/04/2022,11/04/2022,1,16.7,5767.1,4,6351.6,607,27441,0
12/04/2022,12/04/2022,1,16.2,6351.6,4,6466,3631,298311,0
13/04/2022,13/04/2022,1,16.9,6466,4,5947.3,2133,196292,0
14/04/2022,14/04/2022,1,19.3,5947.3,4,6031.5,4321,364376,0
15/04/2022,15/04/2022,1,20,6031.5,4,6479.2,3001,349598,0
16/04/2022,16/04/2022,0,24.5,6479.2,4,5340.5,3593,213499,0
17/04/2022,17/04/2022,0,15.4,5340.5,4,5639,1563,139335,0
18/04/2022,18/04/2022,1,22.1,5639,4,5889.9,2116,143630,0
19/04/2022,19/04/2022,1,17.8,5889.9,4,6554.5,2312,218872,0
20/04/2022,20/04/2022,1,18.2,6554.5,4,5930.2,4285,299291,0
21/04/2022,21/04/2022,1,20.5,5930.2,4,6465.7,5516,343329,0
22/04/2022,22/04/2022,1,14.1,6465.7,4,6622.7,1792,172249,0
23/04/2022,23/04/2022,0,19.2,6622.7,4,5291,4615,277678,0
24/04/2022,24/04/2022,0,18.3,5291,4,5674.6,500,20872,0
25/04/2022,25/04/2022,1,19.2,5674.6,4,6378.1,1208,72072,0
26/04/2022,26/04/2022,1,18.3,6378.1,4,6138.3,1561,128596,0
27/04/2022,27/04/2022,1,25.8,6138.3,4,6447.4,971,95003,0
28/04/2022,28/04/2022,1,14.8,6447.4,4,5741.2,624,45066,0
29/04/2022,29/04/2022,1,15,5741.2,4,6404.9,3619,348741,0
30/04/2022,30/04/2022,0,14.5,6404.9,4,5105.6,2678,114716,0
01/05/2022,01/05/2022,0,14.5,5105.6,5,5603.6,3569,218189,0
02/05/2022,02/05/2022,1,14.1,5603.6,5,6356,4035,259161,0
03/05/2022,03/05/2022,1,20.3,6356,5,6503.7,3398,230074,0
04/05/2022,04/05/2022,1,21,6503.7,5,6209.4,3986,285724,0
05/05/2022,05/05/2022,1,13.8,6209.4,5,6381.2,2895,242653,0
06/05/2022,06/05/2022,1,12.8,6381.2,5,6849.6,1219,74485,0
07/05/2022,07/05/2022,0,17.2,6849.6,5,5600.5,4586,333771,0
08/05/2022,08/05/2022,0,13.4,5600.5,5,5834.8,2116,146210,0
09/05/2022,09/05/2022,1,17.4,5834.8,5,6440.8,1596,82165,0
10/05/2022,10/05/2022,1,15.7,6440.8,5,5839.3,2733,185096,0
11/05/2022,11/05/2022,1,9.6,5839.3,5,7337,1630,109416,0
12/05/2022,12/05/2022,1,20.1,7337,5,6483.7,2373,158275,0
13/05/2022,13/05/2022,1,20.8,6483.7,5,5995,3516,248353,0
14/05/2022,14/05/2022,0,12.3,5995,5,5831.8,3522,251870,0
15/05/2022,15/05/2022,0,12.9,5831.8,5,5803.2,1653,101418,0
16/05/2022,16/05/2022,1,15.1,5803.2,5,6259.7,2268,216490,0
17/05/2022,17/05/2022,1,15.1,6259.7,5,6400.2,4611,214920,0
18/05/2022,18/05/2022,1,16.1,6400.2,5,6729.4,3744,208093,0
19/05/2022,19/05/2022,1,20.7,6729.4,5,6624.5,6112,767662,0
20/05/2022,20/05/2022,1,12.9,6624.5,5,6221.3,4770,234875,0
21/05/2022,21/05/2022,0,10.6,6221.3,5,6346.6,4716,202433,0
22/05/2022,22/05/2022,0,8.4,6346.6,5,6888.7,918,77744,0
23/05/2022,23/05/2022,1,10.5,6888.7,5,7091,4145,117956,0
24/05/2022,24/05/2022,1,12.8,7091,5,6957.3,2920,190660,0
25/05/2022,25/05/2022,1,19.1,6957.3,5,6903.7,2173,245367,0
26/05/2022,26/05/2022,1,10.9,6903.7,5,7222.1,3252,127157,0
27/05/2022,27/05/2022,1,13.3,7222.1,5,6629.8,4417,134103,0
28/05/2022,28/05/2022,0,12.4,6629.8,5,6203.5,3751,150101,0
29/05/2022,29/05/2022,0,16.4,6203.5,5,5543.5,1682,147960,0
30/05/2022,30/05/2022,1,21,5543.5,5,6307.2,4113,380434,0
31/05/2022,31/05/2022,1,10.2,6307.2,5,6914.6,2043,122065,0
01/06/2022,01/06/2022,1,10.2,6914.6,6,7489,3325,278183,0
02/06/2022,02/06/2022,1,15.4,7489,6,6054.5,2544,248816,0
03/06/2022,03/06/2022,1,14.1,6054.5,6,6894.7,2671,282450,0
04/06/2022,04/06/2022,0,18,6894.7,6,5650,4149,269989,0
05/06/2022,05/06/2022,0,13.5,5650,6,5305.2,1439,34493,0
06/06/2022,06/06/2022,1,10.1,5305.2,6,7145.3,5917,317047,0
07/06/2022,07/06/2022,1,13.3,7145.3,6,5925,500,30731,0
08/06/2022,08/06/2022,1,15,5925,6,6487.7,2103,136319,0
09/06/2022,09/06/2022,1,13.9,6487.7,6,6730.6,3555,235493,0
10/06/2022,10/06/2022,1,12.7,6730.6,6,6467.3,3876,358056,0
11/06/2022,11/06/2022,0,14.5,6467.3,6,5612.1,2849,272046,0
12/06/2022,12/06/2022,0,14.8,5612.1,6,6116.2,2913,193908,0
13/06/2022,13/06/2022,1,15.5,6116.2,6,6148.3,3615,332470,0
14/06/2022,14/06/2022,1,12.8,6148.3,6,6312.3,2653,204687,0
15/06/2022,15/06/2022,1,9.8,6312.3,6,7524.5,5212,371564,0
16/06/2022,16/06/2022,1,10.9,7524.5,6,7503.8,4278,377023,0
17/06/2022,17/06/2022,1,14.5,7503.8,6,6376.1,4309,307856,0
18/06/2022,18/06/2022,0,7.3,6376.1,6,6958.4,1550,172292,0
19/06/2022,19/06/2022,0,11.4,6958.4,6,6442.4,2880,118747,0
20/06/2022,20/06/2022,1,8.6,6442.4,6,7037.3,2549,152166,0
21/06/2022,21/06/2022,1,10,7037.3,6,6904.4,1491,100597,0
22/06/2022,22/06/2022,1,14.4,6904.4,6,6759.3,3540,278913,0
23/06/2022,23/06/2022,1,10.5,6759.3,6,7480.5,2193,209122,0
24/06/2022,24/06/2022,1,9.9,7480.5,6,7233.9,3983,276866,0
25/06/2022,25/06/2022,0,4.9,7233.9,6,6751.1,1394,57928,0
26/06/2022,26/06/2022,0,12.2,6751.1,6,6516.1,5578,484450,0
27/06/2022,27/06/2022,1,11.8,6516.1,6,6620.7,1655,140839,0
28/06/2022,28/06/2022,1,17.1,6620.7,6,6199.5,3328,103709,0
29/06/2022,29/06/2022,1,8.4,6199.5,6,7392.7,4187,292771,0
30/06/2022,30/06/2022,1,10.2,7392.7,6,7486.2,2144,81894,0
01/07/2022,01/07/2022,1,10.2,7486.2,7,7276.2,4278,242592,0
02/07/2022,02/07/2022,0,14.8,7276.2,7,5654.5,1156,60047,0
03/07/2022,03/07/2022,0,8.9,5654.5,7,6554,5178,446267,0
04/07/2022,04/07/2022,1,10.2,6554,7,7033.1,3021,218528,0
05/07/2022,05/07/2022,1,11.3,7033.1,7,7022.4,2105,93226,0
06/07/2022,06/07/2022,1,9.8,7022.4,7,6321.1,2551,223470,0
07/07/2022,07/07/2022,1,7.6,6321.1,7,7321,4213,174097,0
08/07/2022,08/07/2022,1,9.8,7321,7,7152.4,2123,162626,0
09/07/2022,09/07/2022,0,12.8,7152.4,7,5484.7,1875,100724,0
10/07/2022,10/07/2022,0,5.5,5484.7,7,7040.9,2667,167184,0
11/07/2022,11/07/2022,1,9.5,7040.9,7,7063.7,1234,98825,0
12/07/2022,12/07/2022,1,6.6,7063.7,7,8086.6,8663,696756,0
13/07/2022,13/07/2022,1,13.2,8086.6,7,7041.9,2150,207989,0
14/07/2022,14/07/2022,1,3.7,7041.9,7,7855.3,6023,411701,0
15/07/2022,15/07/2022,1,7,7855.3,7,7454.7,3314,252291,0
16/07/2022,16/07/2022,0,10.3,7454.7,7,6182.8,1523,93276,0
17/07/2022,17/07/2022,0,14.5,6182.8,7,5439.5,2991,220256,0
18/07/2022,18/07/2022,1,8.8,5439.5,7,7288.5,4176,329025,0
19/07/2022,19/07/2022,1,7.1,7288.5,7,7257.5,2717,184847,0
20/07/2022,20/07/2022,1,15.6,7257.5,7,5960.8,4789,162466,0
21/07/2022,21/07/2022,1,4,5960.8,7,8136.8,7716,591272,0
22/07/2022,22/07/2022,1,1.3,8136.8,7,8543.9,9597,741763,0
23/07/2022,23/07/2022,0,10.6,8543.9,7,5918.7,2310,130275,0
24/07/2022,24/07/2022,0,7.3,5918.7,7,6923.6,1380,61150,0
25/07/2022,25/07/2022,1,5.5,6923.6,7,7535.5,2257,224611,0
26/07/2022,26/07/2022,1,11.6,7535.5,7,6885.9,3294,262956,0
27/07/2022,27/07/2022,1,10,6885.9,7,7296.1,3818,249767,0
28/07/2022,28/07/2022,1,7.2,7296.1,7,7459.9,500,23629,0
29/07/2022,29/07/2022,1,4.7,7459.9,7,7981.4,5394,288922,0
30/07/2022,30/07/2022,0,12.3,7981.4,7,5750.1,3237,310919,0
31/07/2022,31/07/2022,0,11.6,5750.1,7,5951.1,2583,187921,0
01/08/2022,01/08/2022,1,9,5951.1,8,7138.2,4936,291166,0
02/08/2022,02/08/2022,1,15.9,7138.2,8,6076,3632,291263,0
03/08/2022,03/08/2022,1,5.7,6076,8,7642,5675,304815,0
04/08/2022,04/08/2022,1,4.2,7642,8,7455.4,2676,267645,0
05/08/2022,05/08/2022,1,7.1,7455.4,8,7337.7,4406,427628,0
06/08/2022,06/08/2022,0,9.5,7337.7,8,6239.5,5452,330764,0
07/08/2022,07/08/2022,0,10.5,6239.5,8,6098.1,4967,285237,0
08/08/2022,08/08/2022,1,8.9,6098.1,8,7142.6,1361,27220,0
09/08/2022,09/08/2022,1,11,7142.6,8,6881.5,2619,105724,0
10/08/2022,10/08/2022,1,5.5,6881.5,8,7868.8,4326,186929,0
11/08/2022,11/08/2022,1,15,7868.8,8,6562.4,3733,271403,0
12/08/2022,12/08/2022,1,9.7,6562.4,8,6900.1,4029,255742,0
13/08/2022,13/08/2022,0,14,6900.1,8,5289,1741,75025,0
14/08/2022,14/08/2022,0,11.4,5289,8,5727.4,3101,199632,0
15/08/2022,15/08/2022,1,11.9,5727.4,8,6618.8,500,40053,0
16/08/2022,16/08/2022,1,12.3,6618.8,8,6599.4,5162,415834,0
17/08/2022,17/08/2022,1,12,6599.4,8,6519,2231,71406,0
18/08/2022,18/08/2022,1,12.8,6519,8,6241.2,3083,207901,0
19/08/2022,19/08/2022,1,15.3,6241.2,8,6163.2,2535,107314,0
20/08/2022,20/08/2022,0,11.4,6163.2,8,6094.4,4719,415435,0
21/08/2022,21/08/2022,0,13.3,6094.4,8,5933.5,500,42841,0
22/08/2022,22/08/2022,1,10.6,5933.5,8,6792.8,2975,154817,0
23/08/2022,23/08/2022,1,16.1,6792.8,8,6176.1,2841,155343,0
24/08/2022,24/08/2022,1,8.7,6176.1,8,6967,2319,140936,0
25/08/2022,25/08/2022,1,17.5,6967,8,6290.6,5589,139412,0
26/08/2022,26/08/2022,1,11.2,6290.6,8,6615.5,1669,128044,0
27/08/2022,27/08/2022,0,6.4,6615.5,8,6961.9,4157,268305,0
28/08/2022,28/08/2022,0,12,6961.9,8,5414.2,3534,315951,0
29/08/2022,29/08/2022,1,9.3,5414.2,8,7047.1,4892,234971,0
30/08/2022,30/08/2022,1,14.7,7047.1,8,6435.3,1999,115177,0
31/08/2022,31/08/2022,1,9.6,6435.3,8,7165.2,1900,75752,0
01/09/2022,01/09/2022,1,10.5,7165.2,9,7782.9,6058,302380,0
02/09/2022,02/09/2022,1,5.5,7782.9,9,7829.9,5287,245107,0
03/09/2022,03/09/2022,0,10.7,7829.9,9,5843.8,682,61325,0
04/09/2022,04/09/2022,0,3.9,5843.8,9,7136.4,2191,122772,0
05/09/2022,05/09/2022,1,7,7136.4,9,6967.1,3579,259418,0
06/09/2022,06/09/2022,1,15.3,6967.1,9,6275.8,4256,265509,0
07/09/2022,07/09/2022,1,15.6,6275.8,9,6050.1,1981,88373,0
08/09/2022,08/09/2022,1,14.4,6050.1,9,6664.6,500,33316,0
09/09/2022,09/09/2022,1,9.7,6664.6,9,6930.1,3784,310220,0
10/09/2022,10/09/2022,0,13.1,6930.1,9,5750,1169,53592,0
11/09/2022,11/09/2022,0,13.4,5750,9,5549.3,500,43091,0
12/09/2022,12/09/2022,1,9.5,5549.3,9,7646.7,500,26502,0
13/09/2022,13/09/2022,1,18.9,7646.7,9,6203.6,4220,254636,0
14/09/2022,14/09/2022,1,16.9,6203.6,9,6849.8,3192,257318,0
15/09/2022,15/09/2022,1,13.2,6849.8,9,6814.2,2661,150961,0
16/09/2022,16/09/2022,1,14.2,6814.2,9,6564.6,5083,359629,0
17/09/2022,17/09/2022,0,15,6564.6,9,5610.6,3955,251957,0
18/09/2022,18/09/2022,0,7.3,5610.6,9,6773.1,5424,393713,0
19/09/2022,19/09/2022,1,13.7,6773.1,9,5916.7,910,20370,0
20/09/2022,20/09/2022,1,12.3,5916.7,9,6621.3,2948,98481,0
21/09/2022,21/09/2022,1,11.4,6621.3,9,7093.5,574,47251,0
22/09/2022,22/09/2022,1,14,7093.5,9,6435.3,2655,240924,0
23/09/2022,23/09/2022,1,21.5,6435.3,9,5878.4,2627,136053,0
24/09/2022,24/09/2022,0,17.6,5878.4,9,5484.3,3939,256505,0
25/09/2022,25/09/2022,0,13.5,5484.3,9,6236.2,3068,232843,0
26/09/2022,26/09/2022,1,17.7,6236.2,9,6674.1,3935,330006,0
27/09/2022,27/09/2022,1,20.7,6674.1,9,6281.4,4055,119405,0
28/09/2022,28/09/2022,1,19.2,6281.4,9,6585.4,6232,325803,0
29/09/2022,29/09/2022,1,16.4,6585.4,9,6190,2527,160081,0
30/09/2022,30/09/2022,1,14.1,6190,9,5923.8,1588,133491,0
01/10/2022,01/10/2022,0,18.9,5923.8,10,5222.7,3369,404174,0
02/10/2022,02/10/2022,0,18,5222.7,10,5968.9,1796,117530,0
03/10/2022,03/10/2022,1,20,5968.9,10,6217.8,5222,218595,0
04/10/2022,04/10/2022,1,19.2,6217.8,10,6227,2575,200966,0
05/10/2022,05/10/2022,1,20.8,6227,10,6210,2151,207399,0
06/10/2022,06/10/2022,1,15.5,6210,10,6871.2,2293,165463,0
07/10/2022,07/10/2022,1,22.1,6871.2,10,6787.8,4077,211461,0
08/10/2022,08/10/2022,0,18.4,6787.8,10,6165.6,2763,246348,0
09/10/2022,09/10/2022,0,25.1,6165.6,10,5727.3,2037,169622,0
10/10/2022,10/10/2022,1,15.6,5727.3,10,6388.7,5498,272032,0
11/10/2022,11/10/2022,1,24.3,6388.7,10,5920,1715,133132,0
12/10/2022,12/10/2022,1,19,5920,10,6743.1,3053,274603,0
13/10/2022,13/10/2022,1,16.2,6743.1,10,5949.7,3978,372491,0
14/10/2022,14/10/2022,1,17,5949.7,10,6365,552,37906,0
15/10/2022,15/10/2022,0,17.7,6365,10,5170.8,3720,233758,0
16/10/2022,16/10/2022,0,20.5,5170.8,10,5323.3,1417,133970,0
17/10/2022,17/10/2022,1,21,5323.3,10,6048.8,4234,193903,0
18/10/2022,18/10/2022,1,17.4,6048.8,10,6117.6,1556,122568,0
19/10/2022,19/10/2022,1,19.5,6117.6,10,6138.3,4039,172059,0
20/10/2022,20/10/2022,1,27.2,6138.3,10,6935.5,4706,429693,0
21/10/2022,21/10/2022,1,25.9,6935.5,10,7025,4292,278289,0
22/10/2022,22/10/2022,0,21.6,7025,10,5168.5,3376,321974,0
23/10/2022,23/10/2022,0,20.4,5168.5,10,5566.2,2653,211784,0
24/10/2022,24/10/2022,1,20.8,5566.2,10,6665.4,2135,97218,0
25/10/2022,25/10/2022,1,22.7,6665.4,10,6146,5206,512752,0
26/10/2022,26/10/2022,1,17.2,6146,10,6084.6,1950,196998,0
27/10/2022,27/10/2022,1,20,6084.6,10,6230.8,1444,126560,0
28/10/2022,28/10/2022,1,15.3,6230.8,10,6653.9,3998,218963,0
29/10/2022,29/10/2022,0,22.7,6653.9,10,5558.2,1805,115302,0
30/10/2022,30/10/2022,0,23.7,5558.2,10,5340.6,1574,114758,0
31/10/2022,31/10/2022,1,19.9,5340.6,10,6445.2,834,46642,0
01/11/2022,01/11/2022,1,27.3,6445.2,11,6794.3,2383,247467,0
02/11/2022,02/11/2022,1,17.6,6794.3,11,6504.4,2875,209548,0
03/11/2022,03/11/2022,1,17,6504.4,11,6422.6,3364,67280,0
04/11/2022,04/11/2022,1,23,6422.6,11,6207.7,4426,339859,0
05/11/2022,05/11/2022,0,26.1,6207.7,11,5773.4,3790,238909,0
06/11/2022,06/11/2022,0,28.5,5773.4,11,6359,5413,370798,0
07/11/2022,07/11/2022,1,21.1,6359,11,6460.4,2702,169219,0
08/11/2022,08/11/2022,1,26.7,6460.4,11,7343.7,3765,324320,0
09/11/2022,09/11/2022,1,22.9,7343.7,11,6108.8,4908,453468,0
10/11/2022,10/11/2022,1,22.6,6108.8,11,6437.5,3189,241283,0
11/11/2022,11/11/2022,1,26.5,6437.5,11,6298.9,2296,145138,0
12/11/2022,12/11/2022,0,25.8,6298.9,11,5774.6,1510,104451,0
13/11/2022,13/11/2022,0,18.2,5774.6,11,5490.7,832,58566,0
14/11/2022,14/11/2022,1,29,5490.7,11,7277.1,8799,474718,0
15/11/2022,15/11/2022,1,28.8,7277.1,11,7219,7754,632560,0
16/11/2022,16/11/2022,1,21.9,7219,11,6099.7,3866,306190,0
17/11/2022,17/11/2022,1,25.7,6099.7,11,6812.7,2807,282970,0
18/11/2022,18/11/2022,1,26.1,6812.7,11,6768.8,5110,485996,0
19/11/2022,19/11/2022,0,25.5,6768.8,11,5203.5,2273,127939,0
20/11/2022,20/11/2022,0,22.8,5203.5,11,4863.8,4432,382951,0
21/11/2022,21/11/2022,1,22.5,4863.8,11,6117.9,2941,149934,0
22/11/2022,22/11/2022,1,24.9,6117.9,11,6662.3,2087,175138,0
